Model Name,URL,fullname,Parameters,arc:challenge|25,hellaswag|10,MMLU_average,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions
electric-sheep-7b-alpha,https://huggingface.co/maldv/electric-sheep-7b-alpha,maldv/electric-sheep-7b-alpha,7,0.505119454,0.567616013,0.504507103,0.24,0.444444444,0.519736842,0.47,0.566037736,0.541666667,0.32,0.36,0.28,0.473988439,0.274509804,0.67,0.489361702,0.377192982,0.455172414,0.35978836,0.277777778,0.31,0.619354839,0.389162562,0.54,0.678787879,0.626262626,0.740932642,0.448717949,0.27037037,0.491596639,0.231788079,0.658715596,0.393518519,0.656862745,0.64556962,0.618834081,0.557251908,0.652892562,0.62962963,0.63190184,0.330357143,0.660194175,0.773504274,0.54,0.684546616,0.554913295,0.212290503,0.509803922,0.578778135,0.570987654,0.354609929,0.353976532,0.448529412,0.519607843,0.609090909,0.53877551,0.696517413,0.76,0.481927711,0.666666667
Nous-Hermes-13b,https://huggingface.co/NousResearch/Nous-Hermes-13b,NousResearch/Nous-Hermes-13b,13,0.549488055,0.622186815,0.504407126,0.31,0.459259259,0.5,0.52,0.547169811,0.5,0.31,0.42,0.28,0.433526012,0.225490196,0.65,0.412765957,0.298245614,0.4,0.285714286,0.388888889,0.4,0.551612903,0.349753695,0.53,0.642424242,0.641414141,0.683937824,0.443589744,0.251851852,0.521008403,0.258278146,0.695412844,0.319444444,0.681372549,0.708860759,0.569506726,0.633587786,0.669421488,0.583333333,0.558282209,0.375,0.718446602,0.752136752,0.54,0.701149425,0.557803468,0.232402235,0.565359477,0.549839228,0.570987654,0.372340426,0.385919166,0.485294118,0.527777778,0.6,0.52244898,0.711442786,0.79,0.427710843,0.730994152
llama2-7b-instructmining-40k-sharegpt,https://huggingface.co/yihan6324/llama2-7b-instructmining-40k-sharegpt,yihan6324/llama2-7b-instructmining-40k-sharegpt,7,0.517064846,0.604162517,0.504322837,0.29,0.481481481,0.460526316,0.51,0.524528302,0.493055556,0.36,0.44,0.36,0.468208092,0.176470588,0.63,0.472340426,0.254385965,0.496551724,0.314814815,0.349206349,0.37,0.532258065,0.354679803,0.46,0.648484848,0.595959596,0.751295337,0.456410256,0.274074074,0.424369748,0.331125828,0.699082569,0.342592593,0.676470588,0.717299578,0.596412556,0.618320611,0.611570248,0.611111111,0.582822086,0.410714286,0.660194175,0.756410256,0.59,0.679438059,0.563583815,0.264804469,0.519607843,0.591639871,0.521604938,0.393617021,0.382007823,0.525735294,0.491830065,0.590909091,0.591836735,0.691542289,0.68,0.391566265,0.713450292
zaraxls-l2-7b,https://huggingface.co/zarakiquemparte/zaraxls-l2-7b,zarakiquemparte/zaraxls-l2-7b,7,0.529010239,0.602370046,0.503862942,0.34,0.466666667,0.434210526,0.51,0.562264151,0.513888889,0.36,0.43,0.34,0.445086705,0.225490196,0.61,0.429787234,0.289473684,0.434482759,0.306878307,0.325396825,0.32,0.587096774,0.334975369,0.42,0.648484848,0.651515152,0.720207254,0.479487179,0.218518519,0.457983193,0.324503311,0.717431193,0.402777778,0.681372549,0.708860759,0.591928251,0.625954198,0.636363636,0.546296296,0.539877301,0.473214286,0.650485437,0.752136752,0.6,0.703703704,0.534682081,0.303910615,0.535947712,0.581993569,0.540123457,0.386524823,0.348761408,0.492647059,0.470588235,0.6,0.620408163,0.63681592,0.71,0.421686747,0.719298246
HamSter-0.2,https://huggingface.co/PotatoOff/HamSter-0.2,PotatoOff/HamSter-0.2,,0.478668942,0.566819359,0.503861554,0.3,0.533333333,0.552631579,0.43,0.554716981,0.493055556,0.38,0.43,0.39,0.473988439,0.176470588,0.69,0.382978723,0.368421053,0.468965517,0.346560847,0.333333333,0.37,0.6,0.374384236,0.54,0.624242424,0.681818182,0.735751295,0.492307692,0.266666667,0.470588235,0.317880795,0.653211009,0.388888889,0.666666667,0.64978903,0.524663677,0.526717557,0.628099174,0.638888889,0.564417178,0.392857143,0.621359223,0.786324786,0.6,0.67816092,0.578034682,0.283798883,0.506535948,0.536977492,0.558641975,0.375886525,0.370925684,0.426470588,0.472222222,0.563636364,0.526530612,0.711442786,0.67,0.397590361,0.643274854
tamil-llama-13b-instruct-v0.1,https://huggingface.co/abhinand/tamil-llama-13b-instruct-v0.1,abhinand/tamil-llama-13b-instruct-v0.1,13,0.504266212,0.585341565,0.503715165,0.33,0.422222222,0.526315789,0.55,0.532075472,0.5,0.34,0.41,0.31,0.439306358,0.235294118,0.66,0.395744681,0.289473684,0.455172414,0.357142857,0.30952381,0.39,0.561290323,0.320197044,0.53,0.618181818,0.656565657,0.740932642,0.453846154,0.259259259,0.504201681,0.311258278,0.704587156,0.412037037,0.647058824,0.624472574,0.600896861,0.541984733,0.67768595,0.537037037,0.607361963,0.357142857,0.67961165,0.777777778,0.54,0.713920817,0.563583815,0.258100559,0.529411765,0.585209003,0.524691358,0.382978723,0.370273794,0.444852941,0.498366013,0.563636364,0.587755102,0.661691542,0.74,0.469879518,0.701754386
Stable-Vicuna-13B,https://huggingface.co/LLMs/Stable-Vicuna-13B,LLMs/Stable-Vicuna-13B,13,0.514505119,0.586636128,0.503652351,0.32,0.481481481,0.559210526,0.48,0.456603774,0.527777778,0.42,0.42,0.32,0.398843931,0.235294118,0.61,0.404255319,0.307017544,0.448275862,0.306878307,0.341269841,0.32,0.558064516,0.330049261,0.49,0.636363636,0.621212121,0.689119171,0.458974359,0.3,0.508403361,0.311258278,0.667889908,0.375,0.632352941,0.658227848,0.596412556,0.618320611,0.628099174,0.611111111,0.644171779,0.383928571,0.660194175,0.786324786,0.54,0.674329502,0.557803468,0.27150838,0.54248366,0.553054662,0.521604938,0.368794326,0.398305085,0.503676471,0.504901961,0.554545455,0.616326531,0.651741294,0.72,0.469879518,0.736842105
llama2-7b-function-calling-slerp,https://huggingface.co/Aabbhishekk/llama2-7b-function-calling-slerp,Aabbhishekk/llama2-7b-function-calling-slerp,7,0.524744027,0.602071301,0.503177436,0.33,0.466666667,0.493421053,0.58,0.524528302,0.506944444,0.31,0.42,0.36,0.433526012,0.245098039,0.58,0.463829787,0.385964912,0.517241379,0.317460317,0.253968254,0.39,0.55483871,0.369458128,0.41,0.624242424,0.621212121,0.730569948,0.453846154,0.303703704,0.462184874,0.298013245,0.689908257,0.356481481,0.661764706,0.687763713,0.600896861,0.610687023,0.611570248,0.555555556,0.570552147,0.375,0.718446602,0.743589744,0.56,0.697318008,0.534682081,0.245810056,0.549019608,0.59807074,0.555555556,0.368794326,0.36440678,0.547794118,0.488562092,0.527272727,0.546938776,0.676616915,0.69,0.43373494,0.707602339
ALMA-13B-Pretrain,https://huggingface.co/haoranxu/ALMA-13B-Pretrain,haoranxu/ALMA-13B-Pretrain,13,0.538395904,0.594702251,0.503081037,0.33,0.57037037,0.5,0.56,0.535849057,0.527777778,0.34,0.37,0.28,0.450867052,0.225490196,0.7,0.4,0.315789474,0.434482759,0.341269841,0.253968254,0.32,0.580645161,0.403940887,0.46,0.618181818,0.621212121,0.704663212,0.471794872,0.285185185,0.504201681,0.311258278,0.647706422,0.37962963,0.642156863,0.641350211,0.632286996,0.580152672,0.727272727,0.638888889,0.570552147,0.348214286,0.601941748,0.679487179,0.47,0.679438059,0.598265896,0.246927374,0.552287582,0.620578778,0.570987654,0.407801418,0.37874837,0.444852941,0.513071895,0.527272727,0.571428571,0.676616915,0.74,0.439759036,0.730994152
SwahiliInstruct-v0.2,https://huggingface.co/mwitiderrick/SwahiliInstruct-v0.2,mwitiderrick/SwahiliInstruct-v0.2,,0.514505119,0.593507269,0.502996531,0.31,0.451851852,0.467105263,0.49,0.513207547,0.541666667,0.38,0.43,0.26,0.49132948,0.284313725,0.62,0.455319149,0.359649123,0.462068966,0.37037037,0.30952381,0.31,0.422580645,0.359605911,0.51,0.642424242,0.661616162,0.699481865,0.417948718,0.322222222,0.453781513,0.304635762,0.655045872,0.375,0.68627451,0.721518987,0.618834081,0.572519084,0.694214876,0.601851852,0.619631902,0.419642857,0.640776699,0.786324786,0.6,0.673052363,0.563583815,0.239106145,0.549019608,0.553054662,0.546296296,0.397163121,0.387874837,0.415441176,0.485294118,0.581818182,0.632653061,0.492537313,0.75,0.415662651,0.695906433
law-chat,https://huggingface.co/AdaptLLM/law-chat,AdaptLLM/law-chat,,0.496587031,0.567217686,0.502445911,0.31,0.474074074,0.526315789,0.55,0.516981132,0.527777778,0.3,0.44,0.32,0.445086705,0.215686275,0.57,0.442553191,0.394736842,0.489655172,0.30952381,0.253968254,0.37,0.541935484,0.354679803,0.48,0.666666667,0.681818182,0.756476684,0.451282051,0.292592593,0.474789916,0.291390728,0.686238532,0.356481481,0.710784314,0.717299578,0.609865471,0.564885496,0.636363636,0.564814815,0.595092025,0.357142857,0.669902913,0.764957265,0.5,0.703703704,0.531791908,0.260335196,0.519607843,0.585209003,0.543209877,0.379432624,0.357235984,0.492647059,0.498366013,0.563636364,0.530612245,0.676616915,0.71,0.397590361,0.707602339
mc_data_30k_from_platpus_orca_7b_10k_v1_lora_qkvo_rank14_v2,https://huggingface.co/xxyyy123/mc_data_30k_from_platpus_orca_7b_10k_v1_lora_qkvo_rank14_v2,xxyyy123/mc_data_30k_from_platpus_orca_7b_10k_v1_lora_qkvo_rank14_v2,7,0.542662116,0.607249552,0.502377711,0.29,0.474074074,0.506578947,0.44,0.581132075,0.5625,0.37,0.35,0.28,0.450867052,0.264705882,0.63,0.459574468,0.324561404,0.455172414,0.301587302,0.253968254,0.38,0.532258065,0.354679803,0.38,0.727272727,0.636363636,0.725388601,0.487179487,0.240740741,0.508403361,0.317880795,0.719266055,0.402777778,0.696078431,0.729957806,0.538116592,0.580152672,0.67768595,0.62962963,0.533742331,0.366071429,0.718446602,0.764957265,0.57,0.692209451,0.563583815,0.249162011,0.513071895,0.578778135,0.552469136,0.34751773,0.385267275,0.492647059,0.491830065,0.590909091,0.587755102,0.567164179,0.7,0.409638554,0.701754386
Platypus2xOpenOrca-13B-LoRa-v2,https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-LoRa-v2,yeontaek/Platypus2xOpenOrca-13B-LoRa-v2,13,0.552047782,0.608544115,0.502291179,0.3,0.466666667,0.434210526,0.53,0.547169811,0.493055556,0.27,0.37,0.31,0.456647399,0.215686275,0.63,0.404255319,0.219298246,0.372413793,0.317460317,0.357142857,0.43,0.574193548,0.39408867,0.53,0.690909091,0.560606061,0.632124352,0.484615385,0.285185185,0.470588235,0.258278146,0.711926606,0.351851852,0.720588235,0.746835443,0.632286996,0.526717557,0.628099174,0.564814815,0.619631902,0.401785714,0.621359223,0.764957265,0.58,0.721583653,0.549132948,0.296089385,0.477124183,0.607717042,0.614197531,0.432624113,0.425032595,0.470588235,0.527777778,0.672727273,0.424489796,0.651741294,0.69,0.445783133,0.748538012
Buttocks-7B-v1.0,https://huggingface.co/TeeZee/Buttocks-7B-v1.0,TeeZee/Buttocks-7B-v1.0,7,0.521331058,0.578868751,0.502245402,0.28,0.481481481,0.434210526,0.44,0.535849057,0.534722222,0.38,0.4,0.37,0.450867052,0.343137255,0.63,0.459574468,0.359649123,0.455172414,0.362433862,0.26984127,0.29,0.606451613,0.39408867,0.46,0.63030303,0.656565657,0.689119171,0.484615385,0.288888889,0.537815126,0.331125828,0.699082569,0.416666667,0.612745098,0.641350211,0.560538117,0.580152672,0.652892562,0.564814815,0.582822086,0.401785714,0.67961165,0.764957265,0.6,0.641123883,0.5,0.236871508,0.503267974,0.585209003,0.512345679,0.40070922,0.385267275,0.470588235,0.482026144,0.645454545,0.534693878,0.631840796,0.69,0.457831325,0.637426901
Buttocks-7B-v1.1,https://huggingface.co/TeeZee/Buttocks-7B-v1.1,TeeZee/Buttocks-7B-v1.1,7,0.521331058,0.578868751,0.502245402,0.28,0.481481481,0.434210526,0.44,0.535849057,0.534722222,0.38,0.4,0.37,0.450867052,0.343137255,0.63,0.459574468,0.359649123,0.455172414,0.362433862,0.26984127,0.29,0.606451613,0.39408867,0.46,0.63030303,0.656565657,0.689119171,0.484615385,0.288888889,0.537815126,0.331125828,0.699082569,0.416666667,0.612745098,0.641350211,0.560538117,0.580152672,0.652892562,0.564814815,0.582822086,0.401785714,0.67961165,0.764957265,0.6,0.641123883,0.5,0.236871508,0.503267974,0.585209003,0.512345679,0.40070922,0.385267275,0.470588235,0.482026144,0.645454545,0.534693878,0.631840796,0.69,0.457831325,0.637426901
Synthiallamaguanco-7B-slerp,https://huggingface.co/allknowingroger/Synthiallamaguanco-7B-slerp,allknowingroger/Synthiallamaguanco-7B-slerp,7,0.510238908,0.593606851,0.501789204,0.32,0.459259259,0.480263158,0.54,0.543396226,0.513888889,0.35,0.42,0.35,0.410404624,0.205882353,0.61,0.459574468,0.307017544,0.510344828,0.301587302,0.301587302,0.41,0.535483871,0.379310345,0.43,0.648484848,0.621212121,0.730569948,0.474358974,0.266666667,0.441176471,0.291390728,0.68440367,0.333333333,0.68627451,0.734177215,0.618834081,0.595419847,0.603305785,0.564814815,0.54601227,0.401785714,0.669902913,0.773504274,0.54,0.697318008,0.534682081,0.243575419,0.545751634,0.610932476,0.558641975,0.390070922,0.370925684,0.511029412,0.5,0.554545455,0.567346939,0.641791045,0.7,0.421686747,0.69005848
finance-chat,https://huggingface.co/AdaptLLM/finance-chat,AdaptLLM/finance-chat,,0.498293515,0.568810994,0.501607801,0.31,0.459259259,0.526315789,0.57,0.532075472,0.541666667,0.33,0.42,0.32,0.450867052,0.147058824,0.59,0.442553191,0.403508772,0.475862069,0.317460317,0.301587302,0.3,0.522580645,0.334975369,0.44,0.690909091,0.686868687,0.74611399,0.448717949,0.259259259,0.466386555,0.324503311,0.700917431,0.356481481,0.710784314,0.713080169,0.573991031,0.580152672,0.636363636,0.611111111,0.625766871,0.357142857,0.699029126,0.760683761,0.5,0.704980843,0.534682081,0.230167598,0.526143791,0.565916399,0.524691358,0.372340426,0.357887875,0.485294118,0.482026144,0.536363636,0.604081633,0.671641791,0.7,0.409638554,0.701754386
GEITje-7B-ultra,https://huggingface.co/BramVanroy/GEITje-7B-ultra,BramVanroy/GEITje-7B-ultra,7,0.424061433,0.559450309,0.501562835,0.35,0.481481481,0.467105263,0.47,0.524528302,0.5,0.41,0.42,0.32,0.462427746,0.303921569,0.66,0.404255319,0.298245614,0.475862069,0.354497354,0.333333333,0.34,0.587096774,0.408866995,0.46,0.63030303,0.666666667,0.699481865,0.482051282,0.3,0.512605042,0.350993377,0.631192661,0.453703704,0.593137255,0.5907173,0.560538117,0.603053435,0.636363636,0.564814815,0.582822086,0.321428571,0.640776699,0.752136752,0.55,0.669220945,0.563583815,0.230167598,0.562091503,0.585209003,0.527777778,0.368794326,0.333767927,0.496323529,0.485294118,0.554545455,0.567346939,0.701492537,0.7,0.445783133,0.643274854
OpenOrca-Preview1-13B,https://huggingface.co/Open-Orca/OpenOrca-Preview1-13B,Open-Orca/OpenOrca-Preview1-13B,13,0.531569966,0.582055367,0.501360729,0.31,0.451851852,0.532894737,0.46,0.509433962,0.479166667,0.28,0.45,0.34,0.439306358,0.245098039,0.63,0.391489362,0.298245614,0.482758621,0.298941799,0.325396825,0.37,0.6,0.349753695,0.54,0.654545455,0.641414141,0.699481865,0.430769231,0.285185185,0.457983193,0.370860927,0.642201835,0.393518519,0.607843137,0.708860759,0.578475336,0.625954198,0.702479339,0.601851852,0.552147239,0.419642857,0.669902913,0.739316239,0.55,0.665389527,0.598265896,0.291620112,0.516339869,0.546623794,0.574074074,0.379432624,0.387874837,0.452205882,0.501633987,0.536363636,0.546938776,0.671641791,0.74,0.391566265,0.660818713
GEITje-7B,https://huggingface.co/Rijgersberg/GEITje-7B,Rijgersberg/GEITje-7B,7,0.420648464,0.550089624,0.501043386,0.36,0.481481481,0.519736842,0.43,0.479245283,0.486111111,0.36,0.34,0.35,0.427745665,0.284313725,0.7,0.425531915,0.324561404,0.503448276,0.322751323,0.261904762,0.39,0.567741935,0.39408867,0.48,0.666666667,0.651515152,0.694300518,0.451282051,0.285185185,0.525210084,0.331125828,0.616513761,0.444444444,0.583333333,0.5907173,0.556053812,0.625954198,0.628099174,0.592592593,0.613496933,0.339285714,0.67961165,0.773504274,0.52,0.665389527,0.583815029,0.245810056,0.545751634,0.607717042,0.555555556,0.365248227,0.35202086,0.492647059,0.475490196,0.554545455,0.546938776,0.666666667,0.72,0.451807229,0.67251462
Camelidae-8x7B,https://huggingface.co/hywu/Camelidae-8x7B,hywu/Camelidae-8x7B,7,0.505119454,0.597590121,0.50098543,0.29,0.496296296,0.440789474,0.52,0.520754717,0.506944444,0.4,0.4,0.31,0.439306358,0.264705882,0.6,0.468085106,0.271929825,0.427586207,0.306878307,0.325396825,0.34,0.548387097,0.325123153,0.48,0.654545455,0.616161616,0.730569948,0.487179487,0.248148148,0.470588235,0.238410596,0.713761468,0.314814815,0.666666667,0.708860759,0.600896861,0.564885496,0.644628099,0.583333333,0.588957055,0.419642857,0.67961165,0.726495726,0.53,0.696040868,0.546242775,0.246927374,0.549019608,0.572347267,0.558641975,0.372340426,0.377444589,0.514705882,0.511437908,0.627272727,0.583673469,0.706467662,0.7,0.415662651,0.707602339
minotaur-13b-fixed,https://huggingface.co/openaccess-ai-collective/minotaur-13b-fixed,openaccess-ai-collective/minotaur-13b-fixed,13,0.56996587,0.61621191,0.500981674,0.35,0.474074074,0.493421053,0.52,0.509433962,0.541666667,0.32,0.46,0.29,0.421965318,0.264705882,0.57,0.387234043,0.307017544,0.4,0.248677249,0.333333333,0.37,0.574193548,0.325123153,0.54,0.618181818,0.636363636,0.715025907,0.441025641,0.259259259,0.462184874,0.264900662,0.671559633,0.273148148,0.705882353,0.700421941,0.591928251,0.580152672,0.644628099,0.601851852,0.558282209,0.3125,0.689320388,0.786324786,0.56,0.717752235,0.537572254,0.251396648,0.571895425,0.549839228,0.567901235,0.372340426,0.391134289,0.463235294,0.52124183,0.572727273,0.608163265,0.686567164,0.8,0.427710843,0.742690058
Tess-10.7B-v2.0,https://huggingface.co/Joseph717171/Tess-10.7B-v2.0,Joseph717171/Tess-10.7B-v2.0,10.7,0.507679181,0.566819359,0.500932068,0.23,0.422222222,0.506578947,0.58,0.550943396,0.506944444,0.33,0.39,0.24,0.520231214,0.254901961,0.6,0.378723404,0.377192982,0.482758621,0.341269841,0.277777778,0.25,0.583870968,0.413793103,0.57,0.660606061,0.636363636,0.642487047,0.523076923,0.277777778,0.474789916,0.370860927,0.682568807,0.351851852,0.602941176,0.691983122,0.582959641,0.557251908,0.661157025,0.574074074,0.533742331,0.464285714,0.582524272,0.841880342,0.56,0.575989783,0.563583815,0.246927374,0.562091503,0.59807074,0.546296296,0.418439716,0.368318123,0.386029412,0.535947712,0.554545455,0.648979592,0.711442786,0.72,0.43373494,0.602339181
MistralLite-11B,https://huggingface.co/NurtureAI/MistralLite-11B,NurtureAI/MistralLite-11B,11,0.540955631,0.606652061,0.500915235,0.27,0.444444444,0.519736842,0.41,0.562264151,0.611111111,0.39,0.43,0.39,0.485549133,0.411764706,0.52,0.429787234,0.429824561,0.44137931,0.333333333,0.341269841,0.18,0.474193548,0.42364532,0.48,0.678787879,0.565656566,0.756476684,0.551282051,0.285185185,0.558823529,0.344370861,0.590825688,0.490740741,0.661764706,0.700421941,0.533632287,0.58778626,0.694214876,0.574074074,0.509202454,0.366071429,0.640776699,0.598290598,0.57,0.605363985,0.540462428,0.280446927,0.522875817,0.59807074,0.537037037,0.393617021,0.410691004,0.525735294,0.52124183,0.481818182,0.640816327,0.467661692,0.73,0.439759036,0.619883041
vicuna-shishya-7b-ep3-v1,https://huggingface.co/luffycodes/vicuna-shishya-7b-ep3-v1,luffycodes/vicuna-shishya-7b-ep3-v1,7,0.439419795,0.575184226,0.500433267,0.29,0.474074074,0.486842105,0.47,0.516981132,0.486111111,0.31,0.41,0.35,0.473988439,0.166666667,0.63,0.455319149,0.289473684,0.455172414,0.301587302,0.317460317,0.35,0.535483871,0.389162562,0.47,0.642424242,0.590909091,0.730569948,0.430769231,0.255555556,0.449579832,0.278145695,0.686238532,0.361111111,0.681372549,0.734177215,0.618834081,0.641221374,0.619834711,0.564814815,0.509202454,0.419642857,0.601941748,0.739316239,0.55,0.69348659,0.537572254,0.263687151,0.568627451,0.59807074,0.567901235,0.358156028,0.368970013,0.492647059,0.498366013,0.572727273,0.620408163,0.711442786,0.75,0.451807229,0.736842105
em_german_leo_mistral,https://huggingface.co/jphme/em_german_leo_mistral,jphme/em_german_leo_mistral,,0.485494881,0.583748257,0.500347057,0.29,0.451851852,0.480263158,0.47,0.558490566,0.548611111,0.43,0.43,0.29,0.520231214,0.31372549,0.62,0.374468085,0.350877193,0.365517241,0.357142857,0.373015873,0.34,0.580645161,0.359605911,0.5,0.612121212,0.666666667,0.740932642,0.487179487,0.277777778,0.533613445,0.258278146,0.649541284,0.486111111,0.651960784,0.64556962,0.573991031,0.519083969,0.710743802,0.564814815,0.619631902,0.303571429,0.689320388,0.764957265,0.54,0.670498084,0.511560694,0.305027933,0.503267974,0.581993569,0.583333333,0.40070922,0.371577575,0.5,0.467320261,0.554545455,0.416326531,0.656716418,0.68,0.36746988,0.649122807
airoboros-13b,https://huggingface.co/jondurbin/airoboros-13b,jondurbin/airoboros-13b,13,0.555460751,0.616510655,0.500308196,0.3,0.488888889,0.5,0.47,0.550943396,0.465277778,0.41,0.4,0.37,0.450867052,0.245098039,0.64,0.404255319,0.315789474,0.427586207,0.296296296,0.388888889,0.36,0.558064516,0.339901478,0.54,0.642424242,0.590909091,0.704663212,0.487179487,0.3,0.508403361,0.271523179,0.688073394,0.342592593,0.656862745,0.696202532,0.511210762,0.580152672,0.58677686,0.527777778,0.539877301,0.330357143,0.67961165,0.760683761,0.54,0.674329502,0.537572254,0.337430168,0.552287582,0.562700965,0.546296296,0.365248227,0.389178618,0.522058824,0.491830065,0.6,0.534693878,0.631840796,0.77,0.415662651,0.719298246
trurl-2-7b,https://huggingface.co/Voicelab/trurl-2-7b,Voicelab/trurl-2-7b,7,0.502559727,0.568213503,0.499984413,0.22,0.503703704,0.473684211,0.53,0.558490566,0.541666667,0.38,0.38,0.33,0.462427746,0.254901961,0.61,0.408510638,0.333333333,0.468965517,0.285714286,0.365079365,0.32,0.590322581,0.399014778,0.45,0.648484848,0.601010101,0.766839378,0.505128205,0.274074074,0.491596639,0.344370861,0.686238532,0.37962963,0.656862745,0.687763713,0.560538117,0.564885496,0.611570248,0.648148148,0.558282209,0.330357143,0.669902913,0.713675214,0.57,0.675606641,0.531791908,0.236871508,0.526143791,0.585209003,0.533950617,0.34751773,0.36440678,0.455882353,0.472222222,0.509090909,0.624489796,0.671641791,0.7,0.415662651,0.713450292
Mistral-7B-Instruct-v0.2-DARE,https://huggingface.co/janhq/Mistral-7B-Instruct-v0.2-DARE,janhq/Mistral-7B-Instruct-v0.2-DARE,7,0.558020478,0.533857797,0.499884493,0.29,0.496296296,0.598684211,0.51,0.569811321,0.576388889,0.4,0.42,0.31,0.543352601,0.37254902,0.62,0.489361702,0.385964912,0.531034483,0.378306878,0.261904762,0.35,0.474193548,0.359605911,0.53,0.284848485,0.666666667,0.756476684,0.515384615,0.281481481,0.529411765,0.304635762,0.693577982,0.356481481,0.392156863,0.489451477,0.573991031,0.610687023,0.669421488,0.62037037,0.533742331,0.428571429,0.689320388,0.777777778,0.52,0.69348659,0.520231214,0.337430168,0.519607843,0.54340836,0.546296296,0.358156028,0.317470665,0.419117647,0.490196078,0.690909091,0.493877551,0.512437811,0.73,0.43373494,0.725146199
medicine-chat,https://huggingface.co/AdaptLLM/medicine-chat,AdaptLLM/medicine-chat,,0.493174061,0.565425214,0.499821497,0.31,0.481481481,0.5,0.54,0.543396226,0.548611111,0.3,0.4,0.37,0.445086705,0.205882353,0.57,0.455319149,0.394736842,0.510344828,0.304232804,0.293650794,0.35,0.509677419,0.349753695,0.43,0.672727273,0.646464646,0.740932642,0.461538462,0.307407407,0.470588235,0.298013245,0.700917431,0.37962963,0.700980392,0.713080169,0.578475336,0.58778626,0.603305785,0.555555556,0.625766871,0.3125,0.699029126,0.764957265,0.49,0.696040868,0.537572254,0.25027933,0.529411765,0.575562701,0.540123457,0.365248227,0.36440678,0.507352941,0.485294118,0.536363636,0.555102041,0.651741294,0.68,0.397590361,0.695906433
VA,https://huggingface.co/AA051610/VA,AA051610/VA,,0.384812287,0.47390958,0.499622282,0.31,0.444444444,0.453947368,0.47,0.554716981,0.506944444,0.24,0.48,0.32,0.514450867,0.18627451,0.63,0.455319149,0.342105263,0.510344828,0.328042328,0.26984127,0.31,0.567741935,0.359605911,0.5,0.612121212,0.585858586,0.626943005,0.448717949,0.262962963,0.525210084,0.344370861,0.612844037,0.398148148,0.637254902,0.700421941,0.618834081,0.564885496,0.669421488,0.657407407,0.515337423,0.348214286,0.650485437,0.722222222,0.56,0.67816092,0.575144509,0.252513966,0.493464052,0.559485531,0.537037037,0.436170213,0.441981747,0.485294118,0.534313725,0.609090909,0.567346939,0.646766169,0.72,0.518072289,0.608187135
ALMA-13B,https://huggingface.co/haoranxu/ALMA-13B,haoranxu/ALMA-13B,13,0.537542662,0.596295559,0.499229748,0.27,0.555555556,0.493421053,0.55,0.535849057,0.541666667,0.31,0.39,0.28,0.439306358,0.284313725,0.68,0.408510638,0.280701754,0.44137931,0.346560847,0.261904762,0.34,0.570967742,0.418719212,0.46,0.660606061,0.616161616,0.694300518,0.476923077,0.248148148,0.529411765,0.251655629,0.640366972,0.342592593,0.62254902,0.662447257,0.65470852,0.572519084,0.67768595,0.62962963,0.564417178,0.321428571,0.572815534,0.688034188,0.52,0.681992337,0.586705202,0.28603352,0.562091503,0.59807074,0.570987654,0.40070922,0.368970013,0.444852941,0.498366013,0.527272727,0.514285714,0.711442786,0.74,0.439759036,0.719298246
13B-Chimera,https://huggingface.co/digitous/13B-Chimera,digitous/13B-Chimera,13,0.561433447,0.616311492,0.498622675,0.36,0.496296296,0.460526316,0.49,0.509433962,0.520833333,0.35,0.42,0.37,0.421965318,0.215686275,0.62,0.417021277,0.280701754,0.434482759,0.285714286,0.380952381,0.31,0.55483871,0.320197044,0.48,0.636363636,0.616161616,0.689119171,0.479487179,0.222222222,0.453781513,0.258278146,0.689908257,0.310185185,0.671568627,0.696202532,0.587443946,0.580152672,0.661157025,0.583333333,0.527607362,0.366071429,0.72815534,0.760683761,0.56,0.706257982,0.531791908,0.237988827,0.545751634,0.530546624,0.543209877,0.382978723,0.401564537,0.466911765,0.522875817,0.554545455,0.53877551,0.68159204,0.8,0.445783133,0.754385965
